category,title,link,content
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/16092/equal-access-to-health-more-important-than-ever-says-equinet," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5133/letter-to-my-people-dont-read-much-into-the-handshake," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5137/village-rhapsody-why-2023-polls-are-important-for-gender-equality," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5140/media-co-regulation-is-the-way-to-go-for-zimbabwe," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5142/embracing-green-buildings-to-save-energy," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5160/giles-mutsekwa-was-a-tough-campaigner," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5169/re-imagining-the-workplace-google-and-other-company-visions," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5484/new-perspectives-zim-govt-has-to-find-balance-between-economy-and-politics," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5490/letter-from-america-education-zimbabwe-still-ahead-of-the-pack," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5494/pr-038-communications-why-women-are-effective-in-pr-038-communications," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5503/business-opinion-eco-branding," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/16293/signs-of-a-good-casino-site," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5519/health-talk-power-cuts-wreak-havoc-on-health-care," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5522/africas-sda-church-in-landmark-2022-camp-meeting," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5524/antibiotic-resistance-in-africa-are-we-paying-enough-attention," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5527/travelling-038-touring-birchenough-bridge-zims-forgotten-tourism-landmark," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5585/community-trailblazers-mahlupekas-rural-background-gifts-him-with-success," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5586/village-rhapsody-key-lessons-zimbabwe-must-learn-from-kenya," 
                "
Obituaries,,https://www.newsday.co.zw/thestandard/obituaries/article/5587/public-relations-how-pr-contributes-to-sustainable-business-growth," 
                "
Standard People,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026812/editorial-comment-hunger-crisis-a-wake-up-call,"
                     For the past six years President Emmerson Mnangagwa's government has been ploughing millions of dollars into input schemes to support rural farmers to boost their yields.
                    "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026805/letter-to-my-people-neville-mutsvangwas-arrest-wont-save-the-zig,
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026786/hi-there-tell-us-what-is-happening-in-the-us,
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026783/clarion-call-for-enhanced-drought-adaptation-mitigation-measures," 
                The El Niño weather phenomenon has brought a lot of misery to most farmers who rely on rain-fed water.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026813/collective-bargaining-in-zim-now-compromised," 
                In Zimbabwe the role of collective bargaining as an effective tool for industrial democracy and social justice has been compromised.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026784/insurance-and-pensions-industrys-contribution-to-economic-growth," 
                The industry directly impacts the economy through the following:
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026787/village-rhapsody-urgency-needed-in-tackling-zims-humanitarian-crisis," 
                In conclusion, the urgency of the food crisis in Zimbabwe warrants immediate and increased investment in food aid distribution systems.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026508/letter-to-my-people-the-regime-is-afraid-of-its-own-people," 
                Dead BC, wants to charge a whooping US$92 for an annual television licence and the proposed law has been rightly  received with outrage by the country’s citizens.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026504/editorial-comment-press-freedom-a-vital-cog-in-civil-liberties," 
                The media is a vital cog in the security of civil liberties, which is why we are the fourth estate after the legislature, judiciary and executive arms of the state.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026473/navigating-tax-implications-of-zims-transition-to-zig," 
                One of the key issues arising from the monetary policy statement (MPS) is the introduction of ZiG currency, replacing the ZWL.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026482/cde-mobilisers-independence-reflection," 
                “I was in Murambinda last week at the Independence Celebrations
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026494/letter-from-america-we-love-the-methodists-zimbabwes-bishop-tells-us-general-conference," 
                Nhiwatiwa’s message, though welcome, came at a time when United Methodism itself is at a crossroads.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026493/relevance-of-the-zimbabwe-drug-and-substance-agency-bill," 
                The energy of intense suffering is pushed out of consciousness simply so that life can be allowed to go on.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026505/understanding-labour-dynamics-in-zimbabwe," 
                The stage for politics and revolution is thus on materialism.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026516/zimbabwes-capital-markets-a-comprehensive-analysis-of-recent-transformations-and-their-implications," 
                At the epicentre of Zimbabwe’s financial ecosystem stands the Zimbabwe Stock Exchange (ZSE), serving as the fulcrum around which capital market dynamics revolve.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026507/journalism-in-the-face-of-environmental-crisis," 
                The media has a crucial role to play in bringing attention to the urgent need for action to address the environmental crisis.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026492/impact-of-caesarean-sections-on-mental-health-of-mothers," 
                 While this procedure is often life-saving for both mum and baby, C/sections come with unique challenges that can influence a woman’s mental well-being.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026506/voter-apathy-continues-to-mar-by-elections," 
                Observer findings helped Zesn’s assessments in determining whether elections adhered to the set legal framework.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026509/corruption-watch-shocking-rot-at-teacher-training-colleges," 
                A kid who grows up seeing his or her father making a living from stealing stands a very high chance of becoming a thief.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026495/village-rhapsody-international-cooperation-key-to-zimbabwes-climate-future," 
                Collaborative efforts can help shape global climate policies, secure funding for climate initiatives, and foster a sense of shared responsibility among nations.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026220/arresting-money-changers-wont-prop-up-zig," 
                They were converting ZiG into US dollars at a higher rate than that proposed by the government.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026200/village-rhapsody-the-impact-of-climate-change-on-zimbabwes-water-resources," 
                Zimbabwe has experienced increased variability in precipitation, leading to more frequent and intense droughts followed by heavy rainfall events.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026202/corruption-watch-mnangagwa-visiting-ruto-exposed-themselves," 
                Pictures of Mnangagwa and President William Ruto of Kenya—who officially opened the expo—flanking Wicknell Chivayo went viral. 
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026201/letter-to-my-people-generaris-currency-horror-show," 
                He started with a chilling warning to illegal money changers at a Zanu PF campaign rally in Harare East last weekend where he threatened them with physical harm.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026227/perspectives-zimbabwe-as-the-new-carbon-frontier-dangers-ahead," 
                This came to light just before the global climate summit in Dubai, COP28, and supposedly showed how seriously the petrostate was taking the climate challenge.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026228/perspectives-unleashing-the-potential-of-african-leaders-and-shaping-a-brighter-future," 
                Youth programme on elections and governance
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026219/editorialcomment-cyanide-disaster-sign-of-big-problem," 
                The incident at Eureka mine raises a pertinent issue about the Ministry of Mines and Mining Development’s capacity to enforce standards in mining operations.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200026199/letter-from-america-black-support-for-genocide-joe-and-democrats-is-suicidal," 
                Biden’s policies at home and abroad, are nothing but disastrous to African Americans.
              "
Standard People,,https://www.newsday.co.zw/thestandard/standard-people/article/200025904/ways-to-keep-the-zimbabwe-gold-zig-stable," 
                History is a painful reminder of losses incurred by economic agents over the years since the nation started currency revaluations in 2006.
              "
Sport,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026795/kaindu-promises-thrill-filled-contest,"
                     The Zambian mentor is looking forward to playing a team that always tries to be on the offensive compared to other teams that prefer a pragmatic approach.
                    "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026819/simba-too-strong-for-ngezi,
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026820/new-look-chevrons-shows-promise,
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026822/chicken-inn-bulawayo-chiefs-in-stalemate," 
                The result means that three consecutive derbies that have been played in Bulawayo have all finished goalless.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026821/locals-fight-back-in-fbc-zim-open," 
                Pride Sembo is the other local golfer with a below par total as he sits on 1-under after three rounds.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026797/young-sables-skipper-nhekairo-stays-put," 
                The Young Sables were just 80 minutes away from booking a place at the Junior Rugby World Cup scheduled for Scotland in July.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026791/fbc-zim-open-becomes-sanctuary-of-family-affairs," 
                While the Vincent brothers both made the cut after the second round, The Kibugu brother’s journey ended on the second day just like that of the Amm brothers.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026817/raffles-gives-rivals-galloping-lessons," 
                Second-placed Majestic Warrior is also from the Stidolph stable.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026536/zifas-top-post-aspirants-emerge," 
                This reporter interviewed some of the candidates and as expected, the majority remained coy except for Pan Jap who declared his interest.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026537/chevrons-seek-to-level-series," 
                The Chevrons succumbed to an eight-wicket defeat in the series opener on Friday and will be looking to draw level in the second encounter of the series.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026517/trailblazing-minter-makes-zimbabwe-open-history," 
                Minter will compete in the pre qualifier today as she hopes to make it into the main draw which begins on Thursday.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026521/you-educate-a-person," 
                Johan Cruyff has been named as one of the greatest soccer players of all time.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026518/mufakose-fitness-forum-celebrates-veteran-bodybuilder-suwali," 
                Masiye is turning 60-years-old this month and is a key figure and very popular at the local and national levels in bodybuilding sports.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026535/champions-ngezi-platinum-win-at-last," 
                Chiefs coach Thulani Sibanda said his team were unlucky not to get a result in Mhondoro.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026534/fc-platinum-ends-barren-spell," 
                FC Platinum last won on 1 April when they beat Herentals 1-0 in the capital.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026519/chitungwizas-deaf-panther-fc-gives-hope-to-deaf-footballers," 
                Club founder Alois Tarehwa was delighted with the opportunity for his team to participate in the Homeless World Cup trials organised by YASD.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026533/herentals-edges-yadah-fc-in-dramatic-encounter," 
                Godknows Mukambi's early strike, assisted by a pinpoint cross from John Zhuwawu, proved to be the difference. Yadah's goalkeeper was left helpless as Mukambi converted the opportunity.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026532/dembare-draw-again," 
                Dembare had the Gamecocks on the ropes for the better part of the game but their forwards chose to disappoint the sizeable crowd that witnessed the lackluster encounter.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026520/inside-sport-where-are-you-minister-coventry," 
                Coventry is well aware of this model which is spread all over the world and despite her travels and the availability of office space in Zimbabwe,
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026212/inside-sport-the-election-breeze-is-blowing," 
                Standardsport is not at liberty to reveal who is vying for the Zifa presidency, but can safely reveal that the list reads like a who-is-who in Zimbabwean football.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026226/ndiraya-cries-foul-as-yadah-wins-at-home," 
                He failed to judge a Patson Jaure long clearance from the back, with the ball bouncing in front of the keeper on to the post and Machope coolly converted the rebound.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026211/super-sundaybosso-seek-makepekepe-scalpd-day-for-under-pressure-chiragwi," 
                Kaindu is aware of the threat posed by  the Green Machine and is sure that the match will be exciting.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026210/chunga-does-what-he-loves-best-junior-football-development," 
                Zimbabwe has been blessed with such coaches, who defy conventions, maestro of mischief, and a master of the unexpected. The late Gishon Ntini and Moses Chunga.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026225/lets-look-at-local-players-first-peter-ndlovu," 
                The former Coventry City star was speaking on the sidelines of his visit to FC Porto Academy where he had been invited to interact and inspire budding .
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026224/follett-smith-rallies-local-players-ahead-of-fbc-zim-open," 
                The event is set to run from May 5 to 12 with the main championship teeing off on May 9.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026204/kuipers-stays-in-the-hunt-for-olympics-berth," 
                Kuipers has even gone as far as deferring her final semester at Wingate University to try and make it for Paris this year.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200026205/destiny-of-africa-network-fc-from-church-league-to-division-one-football," 
                In an interview with The Sports Hub club secretary general Jemutias Manhondo chronicled the story of a project, which simply wanted to make a difference in the community.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200025913/highlanders-record-under-threat," 
                Chicken Inn beat Highlanders and drew with them last year at BF.
              "
Sport,,https://www.newsday.co.zw/thestandard/sport/article/200025900/bunjiras-weight-loss-tips," 
                This week Bunjira gives vital tips on weight loss.
              "
