category,title,link,content,cluster
Life & Style,"
                     Mlalazi acknowledges fans request for Manyowa collabo
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                The song is a showcase of powerful vocals and rich lyrical prowess by Mlalazi and Manyowa while the visuals and cinematography depict great artistry.
              ",0
Life & Style,"
                     Model urges men to seek help when vulnerable
                    ",https://www.newsday.co.zw/life-amp-style/article/200026578/us-fans-inspire-freeman,"
                Social media advertising being pushed by the fashion world has fostered inclusivity.
              ",0
Life & Style,"
                     ZAOGA preserves Guti’s legacy
                    ",https://www.newsday.co.zw/author/5350/albert-masaka,"
                Archbishop Guti was born on May 5 1923 and he died on July 5, 2023, at the age of 100.
              ",0
Life & Style,"
                     Flying Bantu aims to attain regional appeal
                    ",https://www.newsday.co.zw/life-amp-style/article/200026586/queens-sports-club-in-good-state-after-byo-shutdown-management,"
                The band has Amkela Moyo (guitar), Bongani Moyo (bass), Joshua Alufasi (keys) and Sam Gulubane (drums).
              ",0
Life & Style,"
                     Stellar performances mark local edition of International Jazz Day
                    ",https://www.newsday.co.zw/author/5290/staff-reporter,"
                Other talented musicians on the bill included Prudence Katomeni, Rute Mbangwa, Nicholar Mutuwa, Mono Mukundu and Victor Kunonga.
              ",0
Life & Style,"
                     Gurira amplifies voices of vulnerable women
                    ",https://www.newsday.co.zw/life-amp-style/article/200026544/chibuku-neshamwari-festival-dates-set,"
                Gurira urged the UN Security Council and member States to acknowledge women, survivors and to specifically shine a light on people of Africa in particular, to fight impunity.
              ",0
Life & Style,"
                     Nyanga: A tale of courage, conservation amid adversity
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                Produced by Talent Chitauro and written by Ndhlovu, Nyanga is a work of love that celebrates the rich cultural heritage and natural beauty of Zimbabwe.
              ",0
Life & Style,"
                     Kumbekumbe Street Café lives up to its billing
                    ",https://www.newsday.co.zw/life-amp-style/article/200026543/content-piracy-threatening-millions-of-livelihoods,"
                “This Street Café has helped us to bring together people through a creative process which involves usage of the arts,” Chikore said.
              ",0
Life & Style,"
                     Anibal’s pre-album launch set for sharing experiences
                    ",https://www.newsday.co.zw/author/5349/style-reporter,"
                Anibal told NewsDay Life & Style that she highly rates Masa which became her second international tour this year after a well-received performance at the Sauti zaBusara in February.
              ",0
Life & Style,"
                     All set for International Jazz Day celebrations
                    ",https://www.newsday.co.zw/life-amp-style/article/200026447/exploring-bling-4s-music-themes,"
                The concert, which starts at 6pm, has been dubbed: A Century of Jazz.
              ",0
Life & Style,"
                     Zimdancehall artiste Mbida D in court for fraud
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                Madondo allegedly failed to show up on the agreed date, and became evasive.
              ",0
Life & Style,"
                     Brian Nhanhanga headlines Manicaland Jazz Fest
                    ",https://www.newsday.co.zw/life-amp-style/article/200026362/mlalazi-acknowledges-fans-request-for-manyowa-collabo,"
                The festival is the brainchild of NACZ.
              ",0
Life & Style,"
                     Fashion show takes centre stage at Wedding Expo
                    ",https://www.newsday.co.zw/author/5405/life-style-reporter,"
                The two-day event, which was held on Friday and Saturday after a four-year hiatus  targeted wedding providers to showcase their products and services
              ",0
Life & Style,"
                     Modeling offers platform to lead by example
                    ",https://www.newsday.co.zw/life-amp-style/article/200026363/model-urges-men-to-seek-help-when-vulnerable,"
                The crowned queen will represent the country at the 73rd Miss Universe competition in Mexico in November.
              ",0
Life & Style,"
                     Celebrate, preserve culture for future generations: Ndinde
                    ",https://www.newsday.co.zw/author/6308/sharon-zebra,"
                People are encouraged to adorn public places with their respective cultural artefacts and attire or contemporary fashion influenced by indigenous designs during Culture Month.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026801/horticulture-council-yearns-for-support,"
                     In 2021, contributions from Europe totalled US$123 billion, Asia US$88 billion, and the United States US$44 billion.
                    ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026802/aesthetic-entrepreneur-revels-in-glory,"
                     In 2021, contributions from Europe totalled US$123 billion, Asia US$88 billion, and the United States US$44 billion.
                    ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026792/structured-change-in-entrepreneurship,"
                     In 2021, contributions from Europe totalled US$123 billion, Asia US$88 billion, and the United States US$44 billion.
                    ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026800/meikles-hotel-rebrands-to-hyatt-regency," 
                The Hyatt Regency brand is a global collection of hotels and resorts found in more than 200 locations in over 40 branches around the world.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026798/tobacco-sales-down-2101-due-to-el-nino," 
                This year the country expects to produce 235 million kg of tobacco from a record harvest of 296 million last year.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026793/a-comprehensive-analysis-of-facilities-management-in-zimbabwe," 
                The transition towards a fully delegated FM model necessitates a systematic orchestration of strategic imperatives, encapsulating the following key steps:
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026501/vfex-suspends-bnc-stocks," 
                The VFEX said  trading  in BNC shares was suspended with effect from Friday.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026511/tourism-investments-drop-by-45," 
                Soaring public and private debt is also preventing investors from injecting fresh capital. 
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026512/westprops-us300m-luxury-gold-estate-takes-shape," 
                Sharpe told Standardbusiness in an interview that the project, which will be completed in 2026, had already begun with the development of three lakes on the golf course.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026510/chikamhis-book-inspires-empowers-smes," 
                Chikamhi said he felt motivated to play his part in promoting a culture of hard work and achieving against all odds.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026217/business-opinion-financial-preparedness-in-entrepreneurship," 
                Yes, that why many of us have a phobia when it comes to this area from a household to national level.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026215/why-forex-black-market-is-thriving-despite-mass-arrests," 
                Reserve Bank of Zimbabwe governor John Mushayavanhu says the ZiG will gain more acceptance with time and this will reduce demand for US dollars.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026213/zim-horticulture-exports-to-eu-surge," 
                The EU brought six member states to participate at this year’s trade showcase.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026216/zimbabwe-needs-reforms-to-tackle-externalistion," 
                Specifically, he said alignment was needed between the factor and the central bank before engaging in the transaction.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026214/govt-admits-chaos-in-mines-licensing," 
                The proposed legislation seeks to establish a system where mining information would be captured in real time.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200026218/maximising-returns-the-paramount-role-of-real-estate-expertise-in-asset-management," 
                Take, for instance, the illustrious case of China, where asset management juggernauts have embraced real estate investment as the fulcrum of their investment strategies.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025897/banks-brace-for-drought-induced-shocks," 
                Mutogo said by embracing sustainable banking practices, banks can contribute to the country’s sustainable economic growth while addressing the urgent need for climate action.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025898/zambia-presents-huge-export-opportunities-for-zim-agric-firms," 
                Zimbabwe has been exporting mineral fuels, iron and steel products and articles of paper, to Zambia while importing cereals, beverages and ceramic products from its neighbour.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025899/proton-bakers-goes-green-after-massive-investment," 
                Proton Bakers chief operations officer Simba Bodzo spoke about the company’s plans for the year in a messaged response to Standardbusiness following a tour of the plant
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025896/baptism-of-fire-for-zig," 
                Days after the currency was introduced, black market dealers who hold big sums of United States dollar stocks, pegged it at US$1:ZiG18 against the official rate of US$1:ZiG13,56.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025611/entrepreneurial-financial-wellness-for-brand-sustainability-and-viability," 
                That is the same reason they are surprised when after establishing a sturdy brand the venture falls into financial distress.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025640/youth-move-in-to-get-slice-of-construction-industry-cake," 
                Chihota gave thumbs up to the parent association, ZBCA, for coming up with such an initiative.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025608/rbz-snubs-forex-auction-bidders," 
                As the Zimbabwe market adapts to the yet another currency, Zimbabwe Gold (ZiG), the RBZ has availed US$285 million to shore up the local currency.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025613/us5m-project-for-smes-in-chiredzi," 
                Zimbabwe Chamber of SMEs secretary general Valencio Kurauone said the money came from their members, mainly, the youth, widows, men, and women of Chiredzi.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025609/innbucks-pours-us5-million-into-operations," 
                InnBucks has determined the functional currency as the United States dollar.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025610/govt-invests-us13m-in-early-warning-systems," 
                Prosper Matondi, permanent secretary in the ministry of Environment, Climate and Wildlife, said the government had an array of radars that have been installed in about five locations.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025612/exploring-the-vast-terrain-real-estate-investment-in-the-african-landscape," 
                Enhancing transparency and fortifying data aggregation mechanisms assumes paramount importance in buttressing investor confidence and catalysing capital inflows into the real estate ambit.
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025668/best-forex-trading-apps-in-tanzania-findings," 
                he surge of interest in forex trading within Tanzania has led to a proliferation of feature-rich mobile trading apps
              ",0
Life & Style,"
                     Horticulture council yearns for support
                    ",https://www.newsday.co.zw/thestandard/business/article/200025326/new-rbz-boss-talks-tough," 
                Mushayavanhu also said the bank will continue to maintain a tight monetary policy stance to ensure sustainability of the monetary anchor to control excessive money printing
              ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15312/letter-to-my-people-structureless-ccc-is-giving-them-torrid-time,"
                     ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15314/corruption-watch-the-pitfalls-of-the-2023-elections,"
                     ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15318/deadly-measles-outbreak-a-big-wake-up-call,"
                     ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15339/public-relations-why-pr-is-crucial-component-in-rebranding-process," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15344/village-rhapsody-zec-steep-nomination-fees-threat-to-democracy," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15349/zim-youths-drink-and-smoke-themselves-to-oblivion," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/15353/new-perspectives-nyatsime-16-a-clear-expression-of-lack-of-social-cohesion," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/16080/letter-from-america-guvamatanga-is-right-to-say-economic-model-needs-to-be-changed," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/16084/re-imagining-the-workplace-where-there-is-no-vision-people-perish," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/16091/creative-process-behind-online-slot-games," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/16092/equal-access-to-health-more-important-than-ever-says-equinet," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5133/letter-to-my-people-dont-read-much-into-the-handshake," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5137/village-rhapsody-why-2023-polls-are-important-for-gender-equality," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5140/media-co-regulation-is-the-way-to-go-for-zimbabwe," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5142/embracing-green-buildings-to-save-energy," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5160/giles-mutsekwa-was-a-tough-campaigner," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5169/re-imagining-the-workplace-google-and-other-company-visions," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5484/new-perspectives-zim-govt-has-to-find-balance-between-economy-and-politics," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5490/letter-from-america-education-zimbabwe-still-ahead-of-the-pack," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5494/pr-038-communications-why-women-are-effective-in-pr-038-communications," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5503/business-opinion-eco-branding," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/16293/signs-of-a-good-casino-site," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5519/health-talk-power-cuts-wreak-havoc-on-health-care," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5522/africas-sda-church-in-landmark-2022-camp-meeting," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5524/antibiotic-resistance-in-africa-are-we-paying-enough-attention," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5527/travelling-038-touring-birchenough-bridge-zims-forgotten-tourism-landmark," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5585/community-trailblazers-mahlupekas-rural-background-gifts-him-with-success," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5586/village-rhapsody-key-lessons-zimbabwe-must-learn-from-kenya," 
                ",0
Life & Style,"
                     Letter to my people: Structureless CCC is giving them torrid time
                    ",https://www.newsday.co.zw/thestandard/obituaries/article/5587/public-relations-how-pr-contributes-to-sustainable-business-growth," 
                ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026795/kaindu-promises-thrill-filled-contest,"
                     The Zambian mentor is looking forward to playing a team that always tries to be on the offensive compared to other teams that prefer a pragmatic approach.
                    ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026819/simba-too-strong-for-ngezi,"
                     The Zambian mentor is looking forward to playing a team that always tries to be on the offensive compared to other teams that prefer a pragmatic approach.
                    ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026820/new-look-chevrons-shows-promise,"
                     The Zambian mentor is looking forward to playing a team that always tries to be on the offensive compared to other teams that prefer a pragmatic approach.
                    ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026822/chicken-inn-bulawayo-chiefs-in-stalemate," 
                The result means that three consecutive derbies that have been played in Bulawayo have all finished goalless.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026821/locals-fight-back-in-fbc-zim-open," 
                Pride Sembo is the other local golfer with a below par total as he sits on 1-under after three rounds.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026797/young-sables-skipper-nhekairo-stays-put," 
                The Young Sables were just 80 minutes away from booking a place at the Junior Rugby World Cup scheduled for Scotland in July.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026791/fbc-zim-open-becomes-sanctuary-of-family-affairs," 
                While the Vincent brothers both made the cut after the second round, The Kibugu brother’s journey ended on the second day just like that of the Amm brothers.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026817/raffles-gives-rivals-galloping-lessons," 
                Second-placed Majestic Warrior is also from the Stidolph stable.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026536/zifas-top-post-aspirants-emerge," 
                This reporter interviewed some of the candidates and as expected, the majority remained coy except for Pan Jap who declared his interest.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026537/chevrons-seek-to-level-series," 
                The Chevrons succumbed to an eight-wicket defeat in the series opener on Friday and will be looking to draw level in the second encounter of the series.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026517/trailblazing-minter-makes-zimbabwe-open-history," 
                Minter will compete in the pre qualifier today as she hopes to make it into the main draw which begins on Thursday.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026521/you-educate-a-person," 
                Johan Cruyff has been named as one of the greatest soccer players of all time.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026518/mufakose-fitness-forum-celebrates-veteran-bodybuilder-suwali," 
                Masiye is turning 60-years-old this month and is a key figure and very popular at the local and national levels in bodybuilding sports.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026535/champions-ngezi-platinum-win-at-last," 
                Chiefs coach Thulani Sibanda said his team were unlucky not to get a result in Mhondoro.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026534/fc-platinum-ends-barren-spell," 
                FC Platinum last won on 1 April when they beat Herentals 1-0 in the capital.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026519/chitungwizas-deaf-panther-fc-gives-hope-to-deaf-footballers," 
                Club founder Alois Tarehwa was delighted with the opportunity for his team to participate in the Homeless World Cup trials organised by YASD.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026533/herentals-edges-yadah-fc-in-dramatic-encounter," 
                Godknows Mukambi's early strike, assisted by a pinpoint cross from John Zhuwawu, proved to be the difference. Yadah's goalkeeper was left helpless as Mukambi converted the opportunity.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026532/dembare-draw-again," 
                Dembare had the Gamecocks on the ropes for the better part of the game but their forwards chose to disappoint the sizeable crowd that witnessed the lackluster encounter.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026520/inside-sport-where-are-you-minister-coventry," 
                Coventry is well aware of this model which is spread all over the world and despite her travels and the availability of office space in Zimbabwe,
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026212/inside-sport-the-election-breeze-is-blowing," 
                Standardsport is not at liberty to reveal who is vying for the Zifa presidency, but can safely reveal that the list reads like a who-is-who in Zimbabwean football.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026226/ndiraya-cries-foul-as-yadah-wins-at-home," 
                He failed to judge a Patson Jaure long clearance from the back, with the ball bouncing in front of the keeper on to the post and Machope coolly converted the rebound.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026211/super-sundaybosso-seek-makepekepe-scalpd-day-for-under-pressure-chiragwi," 
                Kaindu is aware of the threat posed by  the Green Machine and is sure that the match will be exciting.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026210/chunga-does-what-he-loves-best-junior-football-development," 
                Zimbabwe has been blessed with such coaches, who defy conventions, maestro of mischief, and a master of the unexpected. The late Gishon Ntini and Moses Chunga.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026225/lets-look-at-local-players-first-peter-ndlovu," 
                The former Coventry City star was speaking on the sidelines of his visit to FC Porto Academy where he had been invited to interact and inspire budding .
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026224/follett-smith-rallies-local-players-ahead-of-fbc-zim-open," 
                The event is set to run from May 5 to 12 with the main championship teeing off on May 9.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026204/kuipers-stays-in-the-hunt-for-olympics-berth," 
                Kuipers has even gone as far as deferring her final semester at Wingate University to try and make it for Paris this year.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200026205/destiny-of-africa-network-fc-from-church-league-to-division-one-football," 
                In an interview with The Sports Hub club secretary general Jemutias Manhondo chronicled the story of a project, which simply wanted to make a difference in the community.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200025913/highlanders-record-under-threat," 
                Chicken Inn beat Highlanders and drew with them last year at BF.
              ",0
Life & Style,"
                     Kaindu promises thrill filled contest
                    ",https://www.newsday.co.zw/thestandard/sport/article/200025900/bunjiras-weight-loss-tips," 
                This week Bunjira gives vital tips on weight loss.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026812/editorial-comment-hunger-crisis-a-wake-up-call,"
                     For the past six years President Emmerson Mnangagwa's government has been ploughing millions of dollars into input schemes to support rural farmers to boost their yields.
                    ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026805/letter-to-my-people-neville-mutsvangwas-arrest-wont-save-the-zig,"
                     For the past six years President Emmerson Mnangagwa's government has been ploughing millions of dollars into input schemes to support rural farmers to boost their yields.
                    ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026786/hi-there-tell-us-what-is-happening-in-the-us,"
                     For the past six years President Emmerson Mnangagwa's government has been ploughing millions of dollars into input schemes to support rural farmers to boost their yields.
                    ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026783/clarion-call-for-enhanced-drought-adaptation-mitigation-measures," 
                The El Niño weather phenomenon has brought a lot of misery to most farmers who rely on rain-fed water.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026813/collective-bargaining-in-zim-now-compromised," 
                In Zimbabwe the role of collective bargaining as an effective tool for industrial democracy and social justice has been compromised.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026784/insurance-and-pensions-industrys-contribution-to-economic-growth," 
                The industry directly impacts the economy through the following:
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026787/village-rhapsody-urgency-needed-in-tackling-zims-humanitarian-crisis," 
                In conclusion, the urgency of the food crisis in Zimbabwe warrants immediate and increased investment in food aid distribution systems.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026508/letter-to-my-people-the-regime-is-afraid-of-its-own-people," 
                Dead BC, wants to charge a whooping US$92 for an annual television licence and the proposed law has been rightly  received with outrage by the country’s citizens.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026504/editorial-comment-press-freedom-a-vital-cog-in-civil-liberties," 
                The media is a vital cog in the security of civil liberties, which is why we are the fourth estate after the legislature, judiciary and executive arms of the state.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026473/navigating-tax-implications-of-zims-transition-to-zig," 
                One of the key issues arising from the monetary policy statement (MPS) is the introduction of ZiG currency, replacing the ZWL.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026482/cde-mobilisers-independence-reflection," 
                “I was in Murambinda last week at the Independence Celebrations
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026494/letter-from-america-we-love-the-methodists-zimbabwes-bishop-tells-us-general-conference," 
                Nhiwatiwa’s message, though welcome, came at a time when United Methodism itself is at a crossroads.
              ",0
Life & Style,"
                     Editorial Comment: Hunger crisis  a wake-up call
                    ",https://www.newsday.co.zw/thestandard/standard-people/article/200026493/relevance-of-the-zimbabwe-drug-and-substance-agency-bill," 
                The energy of intense suffering is pushed out of consciousness simply so that life can be allowed to go on.
              ",0
